MigVolatge,MigCurrent,TigVolatge,TigCurrent,Encoder
0.095388,1.579329,2.28075,-0.053161,0
0.120883,1.547749,2.408291,-0.116376,0
0.111322,0.22141,2.34452,-0.084769,0
0.07308,1.48459,2.376406,-0.30602,0
0.076267,1.610908,2.057554,-0.242806,0
0.130443,3.189883,2.21698,-0.116376,0
0.13363,1.547749,2.21698,-0.053161,0
0.114509,1.610908,2.34452,-0.021554,0
0.190992,1.989862,2.663372,0.136483,0
0.076267,1.547749,2.185094,-0.179591,0
0.079454,1.610908,2.21698,-0.211198,0
0.092201,1.610908,2.185094,-0.211198,0
0.053959,2.14776,1.930013,-0.211198,0
0.044399,1.642488,1.643046,-0.147983,0
0.050773,1.831965,2.34452,-0.053161,0
0.092201,1.926703,2.472061,0.073268,0
0.111322,1.737226,2.440176,0.073268,0
0.130443,1.737226,2.34452,0.104876,0
0.181432,2.14776,2.440176,-1.380672,0
0.104948,1.51617,2.185094,-0.179591,0
0.111322,1.48459,2.153209,-0.116376,0
0.114509,1.705647,2.503946,-0.021554,0
0.079454,1.295113,2.185094,-0.147983,0
0.267476,1.674067,2.376406,0.136483,0
0.149564,1.674067,2.408291,-0.211198,0
0.14319,1.705647,2.185094,-0.179591,0
0.127256,1.642488,2.312635,-0.147983,0
0.104948,1.51617,2.34452,-0.179591,0
0.076267,1.610908,2.185094,-0.400843,0
0.098575,1.642488,2.185094,-0.147983,0
0.120883,1.674067,2.34452,-0.116376,0
0.050773,1.642488,2.089439,-0.179591,0
0.012531,1.421431,6.680908,-0.211198,0
0.943079,1.737226,1.866242,-0.179591,0
0.025278,5.084653,2.21698,-0.147983,0
0.050773,1.926703,2.503946,0.515772,0
0.114509,1.831965,2.312635,0.104876,0
0.127256,1.737226,2.376406,-0.116376,0
0.14319,1.705647,2.21698,-0.084769,0
0.117696,1.642488,2.185094,-0.179591,0
-0.01615,1.421431,2.34452,-0.147983,0
0.111322,1.642488,2.248865,-0.274413,0
0.111322,1.610908,2.408291,-0.116376,0
0.07308,1.295113,3.396732,-0.464057,0
0.101762,1.547749,2.376406,-0.147983,0
0.111322,1.579329,2.153209,-0.084769,0
0.219674,2.053021,2.248865,0.484165,0
0.618025,5.084653,3.93878,0.926668,0
0.079454,1.547749,2.21698,-0.179591,0
0.082641,1.547749,2.21698,-0.147983,0
0.018905,1.263534,2.025668,-0.969776,0
0.076267,1.51617,2.089439,-0.179591,0
0.025278,1.48459,2.121324,-0.242806,0
0.015718,2.14776,2.185094,-0.242806,0
0.07308,1.800385,2.854684,-0.021554,0
0.057146,1.895124,2.408291,0.010054,0
0.089014,1.737226,4.385173,-0.084769,0
0.108135,1.737226,2.312635,0.010054,0
0.120883,1.610908,2.248865,-0.116376,0
0.117696,1.610908,2.21698,-0.116376,0
0.089014,1.579329,2.153209,-0.147983,0
0.108135,1.642488,2.28075,-0.211198,0
0.104948,1.579329,2.34452,-0.147983,0
0.104948,1.547749,2.28075,-0.211198,0
-0.111755,3.000406,6.617137,-0.622094,0
0.178245,8.179444,2.408291,0.168091,0
0.130443,1.51617,2.248865,0.389342,0
0.130443,1.674067,2.34452,-0.147983,0
0.130443,1.642488,2.21698,-0.084769,0
0.082641,1.579329,2.21698,-0.179591,0
0.053959,1.547749,2.567717,-0.147983,0
0.076267,5.116233,2.21698,-0.211198,0
-0.003403,1.105636,1.802472,-0.400843,0
0.053959,1.547749,2.025668,-0.211198,0
0.022091,1.768806,2.057554,-0.053161,0
0.07308,1.926703,2.535832,0.073268,0
0.261102,2.558293,1.961898,-0.622094,0
-0.048018,1.547749,2.121324,0.010054,0
0.089014,1.547749,2.185094,-0.084769,0
0.098575,1.51617,2.185094,-0.053161,0
0.120883,1.51617,2.21698,-0.053161,0
0.095388,1.579329,2.185094,-0.179591,0
0.079454,1.547749,2.34452,-0.337628,0
0.082641,1.453011,2.057554,-0.337628,0
0.500113,6.442572,2.472061,-0.685309,0
