MigVolatge,MigCurrent,TigVolatge,TigCurrent,Encoder,,
0.181432,1.547749,2.28075,1.337564,0,,
0.14319,0.568785,2.21698,-0.147983,0,,
0.095388,0.505626,2.185094,-0.211198,0,,
0.117696,0.537205,2.185094,-0.211198,0,,
0.076267,0.568785,2.057554,-0.179591,0,,
0.060333,0.537205,2.153209,-0.179591,0,,
0.101762,0.537205,2.089439,-0.211198,0,,
0.140003,0.853,2.312635,0.357735,0,,
0.034839,0.663523,4.130092,-0.053161,0,,
0.047586,0.631944,2.089439,-0.116376,0,,
0.101762,0.947739,2.408291,3.170794,0,,
0.089014,1.074057,2.34452,0.041661,0,,
0.120883,0.726682,2.28075,-0.116376,0,,
0.120883,0.758262,2.34452,-0.053161,0,,
0.14319,6.347833,1.324194,-1.88639,0,,
0.101762,0.537205,2.153209,-0.179591,0,,
0.14319,0.505626,0,-0.084769,0,,
0.095388,0.474046,2.248865,-0.179591,0,,
0.14319,0.631944,2.248865,-0.337628,0,,
0.124069,0.474046,2.34452,-0.30602,0,,
0.114509,6.410992,1.54739,-1.412279,0,,
