MigVolatge,MigCurrent,TigVolatge,TigCurrent,Encoder
0.089014,0.347728,2.376406,0.010054,0
0.098575,0.25299,2.248865,0.041661,0
0.104948,0.063513,2.089439,0.326128,0
0.095388,0.095092,2.759028,-0.147983,0
0.117696,0.126672,2.21698,-0.242806,0
0.082641,0.063513,2.21698,-0.179591,0
0.104948,0.031933,2.440176,-0.274413,0
0.120883,-0.062805,2.185094,-0.242806,0
0.146377,5.968879,2.440176,-0.021554,0
0.015718,6.189936,5.53304,-0.843346,0
0.13363,0.063513,2.21698,-0.179591,0
0.108135,0.158251,2.185094,-0.211198,0
0.085828,0.789841,2.089439,-0.242806,0
0.079454,0.063513,2.057554,-0.30602,0
0.092201,0.189831,1.834357,-0.30602,0
0.006157,1.137216,2.025668,-0.337628,0
0.060333,0.126672,1.961898,-0.30602,0
0.018905,0.095092,2.121324,-0.211198,0
0.041212,0.379308,2.408291,-0.021554,0
0.079454,0.379308,2.408291,-0.021554,0
0.044399,0.284569,2.376406,0.010054,0
0.089014,0.284569,2.312635,-0.053161,0
0.146377,0.25299,2.057554,-0.211198,0
0.114509,0.158251,2.312635,-0.147983,0
0.101762,0.158251,2.089439,-0.30602,0
0.111322,0.22141,2.34452,-0.274413,0
0.114509,0.063513,2.185094,-0.179591,0
0.092201,0.063513,2.248865,-0.337628,0
0.117696,0.189831,2.185094,0.104876,0
0.146377,2.968827,2.408291,0.104876,0
0.120883,0.158251,2.185094,-0.685309,0
0.092201,0.158251,2.248865,-0.211198,0
0.028465,1.674067,2.089439,-0.242806,0
0.079454,0.158251,2.121324,-0.147983,0
-0.028898,-0.157544,1.48362,-0.495665,0
0.050773,-0.094385,2.057554,-0.211198,0
0.050773,0.158251,4.831566,-0.30602,0
0.018905,0.158251,1.866242,-0.211198,0
0.041212,0.379308,2.535832,-0.021554,0
0.098575,0.379308,2.34452,0.041661,0
0.076267,0.25299,2.28075,0.041661,0
0.07308,0.284569,2.248865,-0.053161,0
0.120883,0.189831,2.21698,-0.211198,0
0.095388,0.031933,2.089439,-0.242806,0
0.140003,0.095092,2.185094,-0.274413,0
0.140003,0.189831,2.34452,-0.179591,0
0.101762,-0.125964,2.089439,-0.369235,0
0.130443,0.063513,2.248865,-0.874954,0
0.060333,0.031933,2.185094,-0.116376,0
0.104948,0.000354,2.121324,-0.211198,0
0.089014,0.063513,2.153209,-0.211198,0
0.066707,0.063513,2.121324,-0.211198,0
0.047586,0.063513,2.153209,-0.274413,0
0.053959,0.126672,2.057554,-0.211198,0
0.079454,0.063513,2.057554,-0.274413,0
0.098575,0.600364,1.515505,0.041661,0
0.022091,0.25299,2.121324,0.041661,0
0.025278,0.095092,3.396732,0.326128,0
0.050773,0.410887,2.440176,-0.021554,0
0.114509,4.705699,2.472061,0.199698,0
0.124069,0.316149,2.34452,0.010054,0
0.104948,0.316149,2.376406,-0.021554,0
0.057146,0.063513,2.057554,-0.211198,0
0.095388,0.158251,2.185094,-0.242806,0
0.092201,0.284569,2.185094,-0.242806,0
0.098575,0.600364,2.312635,-0.400843,0
0.060333,-0.031226,2.248865,-0.179591,0
0.076267,0.095092,2.312635,-0.369235,0
0.079454,0.158251,2.312635,-0.084769,0
0.114509,0.126672,2.185094,0.642202,0
0.127256,0.158251,1.579276,-0.30602,0
0.114509,0.25299,2.376406,-0.274413,0
0.034839,0.158251,2.21698,-0.179591,0
0.060333,0.158251,2.089439,-0.242806,0
0.165498,0.600364,2.376406,0.010054,0
0.022091,0.031933,1.961898,-0.495665,0
0.006157,0.347728,2.025668,-0.30602,0
-0.000216,0.158251,2.057554,-0.179591,0
0.069894,0.126672,2.408291,-0.053161,0
0.066707,0.410887,2.376406,0.041661,0
0.101762,0.442467,2.21698,0.041661,0
0.098575,0.25299,2.312635,-0.147983,0
0.155937,0.379308,2.248865,4.751164,0
0.120883,0.158251,2.34452,-0.211198,0
0.104948,0.189831,2.21698,-0.211198,0
0.085828,0.031933,2.248865,-0.55888,0
0.13363,0.126672,2.089439,-0.242806,0
0.053959,4.105689,2.121324,-0.43245,0
0.101762,0.158251,2.21698,-0.147983,0
0.162311,0.316149,4.353288,-0.053161,0
0.092201,1.958283,2.34452,-0.337628,0
0.079454,0.189831,2.376406,-0.179591,0
0.066707,0.126672,2.089439,-0.211198,0
0.025278,0.189831,2.21698,-0.211198,0
0.146377,0.600364,2.21698,0.326128,0
0.060333,0.095092,2.057554,-0.43245,0
0.066707,0.158251,2.025668,-0.211198,0
0.038025,0.25299,2.057554,-0.211198,0
0.047586,0.505626,2.408291,-0.179591,0
0.095388,0.284569,2.408291,0.041661,0
0.07308,0.347728,2.34452,0.010054,0
0.187806,0.347728,2.21698,-0.021554,0
0.13363,0.158251,2.121324,-0.179591,0
0.108135,0.189831,2.21698,-0.147983,0
0.069894,0.031933,2.21698,-0.147983,0
0.095388,0.095092,2.21698,0.29452,0
0.136817,0.189831,2.248865,-0.179591,0
0.13363,0.316149,2.472061,-0.147983,0
0.130443,0.284569,2.185094,-0.685309,0
0.114509,0.095092,2.185094,0.29452,0
0.175058,-1.578621,1.579276,4.656341,0
0.044399,0.126672,2.185094,-0.274413,0
0.082641,0.158251,2.025668,-0.242806,0
